book,lex,sp,vs,vt,ctyp,ptyp,gloss
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,אליה,subs,,,,,fat tail
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,חלב,subs,,,,,fat
Leviticus,ה,art,,,Ptcp,CP,the
Leviticus,כסה,verb,piel,ptca,,VP,cover
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,קרב,subs,,,,,interior
Leviticus,ו,conj,,,WxY0,PP,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,שׁנים,subs,,,,,two
Leviticus,ה,art,,,,,the
Leviticus,כליה,subs,,,,,kidney
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,חלב,subs,,,,,fat
Leviticus,אשׁר,conj,,,NmCl,CP,<relative>
Leviticus,על,prep,,,,PP,upon
Leviticus,אשׁר,conj,,,NmCl,CP,<relative>
Leviticus,על,prep,,,,PP,upon
Leviticus,ה,art,,,,,the
Leviticus,כסל,subs,,,,,loin
Leviticus,ו,conj,,,CPen,CP,and
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,יתרת,subs,,,,,appendage of liver
Leviticus,על,prep,,,,,upon
Leviticus,ה,art,,,,,the
Leviticus,כבד,subs,,,,,liver
Leviticus,על,prep,,,xYq0,PP,upon
Leviticus,ה,art,,,,,the
Leviticus,כליה,subs,,,,,kidney
Leviticus,סור,verb,hif,impf,,VP,turn aside
Leviticus,ו,conj,,,WQtX,CP,and
Leviticus,קטר,verb,hif,perf,,VP,smoke
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,NP,the
Leviticus,כהן,subs,,,,,priest
Leviticus,ה,art,,,,AdvP,the
Leviticus,מזבח,subs,,,,,altar
Leviticus,אשׁה,subs,,,NmCl,NP,fire offering
Leviticus,ל,prep,,,,PP,to
Leviticus,יהוה,nmpr,,,,,YHWH
Leviticus,אשׁם,subs,,,NmCl,NP,guilt
Leviticus,הוא,prps,,,,PPrP,he
Leviticus,כל,subs,,,XYqt,NP,whole
Leviticus,זכר,adjv,,,,,male
Leviticus,ב,prep,,,,,in
Leviticus,ה,art,,,,,the
Leviticus,כהן,subs,,,,,priest
Leviticus,אכל,verb,qal,impf,,VP,eat
Leviticus,ב,prep,,,xYq0,PP,in
Leviticus,מקום,subs,,,,,place
Leviticus,קדושׁ,adjv,,,,,holy
Leviticus,אכל,verb,nif,impf,,VP,eat
Leviticus,קדשׁ,subs,,,NmCl,NP,holiness
Leviticus,קדשׁ,subs,,,,,holiness
Leviticus,הוא,prps,,,,PPrP,he
Leviticus,כ,prep,,,NmCl,PP,as
Leviticus,ה,art,,,,,the
Leviticus,חטאת,subs,,,,,sin
Leviticus,כ,prep,,,,PP,as
Leviticus,ה,art,,,,,the
Leviticus,אשׁם,subs,,,,,guilt
Leviticus,תורה,subs,,,NmCl,NP,instruction
Leviticus,אחד,subs,,,,,one
Leviticus,ל,prep,,,,PP,to
Leviticus,ה,art,,,CPen,NP,the
Leviticus,כהן,subs,,,,,priest
Leviticus,אשׁר,conj,,,xYq0,CP,<relative>
Leviticus,כפר,verb,piel,impf,,VP,cover
Leviticus,ב,prep,,,,PP,in
Leviticus,ל,prep,,,xYq0,PP,to
Leviticus,היה,verb,qal,impf,,VP,be
Leviticus,ו,conj,,,CPen,CP,and
Leviticus,ה,art,,,,NP,the
Leviticus,כהן,subs,,,,,priest
Leviticus,ה,art,,,Ptcp,CP,the
Leviticus,קרב,verb,hif,ptca,,VP,approach
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,עלה,subs,,,,,burnt-offering
Leviticus,אישׁ,subs,,,,,man
Leviticus,עור,subs,,,NmCl,NP,skin
Leviticus,ה,art,,,,,the
Leviticus,עלה,subs,,,,,burnt-offering
Leviticus,אשׁר,conj,,,xQt0,CP,<relative>
Leviticus,קרב,verb,hif,perf,,VP,approach
Leviticus,ל,prep,,,NmCl,PP,to
Leviticus,ה,art,,,,,the
Leviticus,כהן,subs,,,,,priest
Leviticus,ל,prep,,,xYq0,PP,to
Leviticus,היה,verb,qal,impf,,VP,be
Leviticus,ו,conj,,,NmCl,CP,and
Leviticus,כל,subs,,,,NP,whole
Leviticus,מנחה,subs,,,,,present
Leviticus,אשׁר,conj,,,xYq0,CP,<relative>
Leviticus,אפה,verb,nif,impf,,VP,bake
Leviticus,ב,prep,,,,PP,in
Leviticus,ה,art,,,,,the
Leviticus,תנור,subs,,,,,furnace
Leviticus,ו,conj,,,NmCl,NP,and
Leviticus,כל,subs,,,,,whole
Leviticus,עשׂה,verb,nif,ptca,Ptcp,VP,make
Leviticus,ב,prep,,,,PP,in
Leviticus,ה,art,,,,,the
Leviticus,מרחשׁת,subs,,,,,cooking pot
Leviticus,ו,conj,,,,,and
Leviticus,על,prep,,,,,upon
Leviticus,מחבת,subs,,,,,griddle
Leviticus,ל,prep,,,NmCl,PP,to
Leviticus,ה,art,,,,,the
Leviticus,כהן,subs,,,,,priest
Leviticus,ה,art,,,Ptcp,CP,the
Leviticus,קרב,verb,hif,ptca,,VP,approach
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ל,prep,,,xYq0,PP,to
Leviticus,היה,verb,qal,impf,,VP,be
Leviticus,ו,conj,,,WXYq,CP,and
Leviticus,כל,subs,,,,NP,whole
Leviticus,מנחה,subs,,,,,present
Leviticus,בלל,verb,qal,ptcp,Ptcp,VP,"moisten, confound"
Leviticus,ב,prep,,,,PP,in
Leviticus,ה,art,,,,,the
Leviticus,שׁמן,subs,,,,,oil
Leviticus,ו,conj,,,AjCl,CP,and
Leviticus,חרב,adjv,,,,AdjP,dry
Leviticus,ל,prep,,,WXYq,PP,to
